track,task_id,property,family,gold,unit,value_transform,minimum_value,error_mode,error_parameter,status,original_lower_tolerance,fitted_lower_tolerance,new_lower_tolerance,score_90_lower_error,score_50_lower_error,original_upper_tolerance,fitted_upper_tolerance,new_upper_tolerance,score_90_upper_error,score_50_upper_error
property_calculation_basic,property_calculation_basic_031_allyl_radical_c1_spin_density,spin_density,spin_density,-0.266,dimensionless,identity,,absolute,0.2,pending_independent_calibration,0.21280000000000002,0.10640000000000001,0.2,0.02,0.1,0.21280000000000002,0.10640000000000001,0.2,0.02,0.1
property_calculation_basic,property_calculation_basic_032_benzyl_radical_para_c_spin_density,spin_density,spin_density,0.301,dimensionless,identity,,absolute,0.2,pending_independent_calibration,0.24080000000000001,0.0768152,0.2,0.02,0.1,0.24080000000000001,0.0768152,0.2,0.02,0.1
property_calculation_basic,property_calculation_basic_033_phenoxy_radical_o_spin_density,spin_density,spin_density,0.415,dimensionless,identity,,absolute,0.2,pending_independent_calibration,0.332,0.26792400000000005,0.2,0.02,0.1,0.332,0.26792400000000005,0.2,0.02,0.1
property_calculation_basic,property_calculation_basic_034_indole_c3_fukui_minus,fukui_function,fukui_function,0.076,dimensionless,identity,,absolute,0.05,pending_independent_calibration,0.076,0.038,0.05,0.005,0.025,0.076,0.038,0.05,0.005,0.025
property_calculation_basic,property_calculation_basic_035_chloronitrobenzene_c_fukui_plus,fukui_function,fukui_function,0.055,dimensionless,identity,,absolute,0.05,pending_independent_calibration,0.055,0.0275,0.05,0.005,0.025,0.055,0.0275,0.05,0.005,0.025
property_calculation_basic,property_calculation_basic_036_furfural_carbonyl_c_fukui_plus,fukui_function,fukui_function,0.07,dimensionless,identity,,absolute,0.05,pending_independent_calibration,0.07,0.035,0.05,0.005,0.025,0.07,0.035,0.05,0.005,0.025
property_calculation_basic,property_calculation_basic_037_benzene_standard_entropy,standard_entropy,standard_entropy,64.67,cal/(mol*K),identity,,absolute,3.0,pending_independent_calibration,7.7604,3.8802,3.0,0.3,1.5,7.7604,3.8802,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_038_acetonitrile_standard_entropy,standard_entropy,standard_entropy,57.88,cal/(mol*K),identity,,absolute,3.0,pending_independent_calibration,6.9456,3.4728,3.0,0.3,1.5,6.9456,3.4728,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_039_neopentane_standard_entropy,standard_entropy,standard_entropy,73.88,cal/(mol*K),identity,,absolute,3.0,pending_independent_calibration,8.865599999999999,1.3387055999999997,3.0,0.3,1.5,8.865599999999999,1.3387055999999997,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_040_methane_standard_entropy,standard_entropy,standard_entropy,44.4,cal/(mol*K),identity,,absolute,3.0,pending_independent_calibration,5.327999999999999,2.6639999999999997,3.0,0.3,1.5,5.327999999999999,2.6639999999999997,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_041_ammonia_standard_entropy,standard_entropy,standard_entropy,45.92,cal/(mol*K),identity,,absolute,3.0,pending_independent_calibration,5.5104,2.7552,3.0,0.3,1.5,5.5104,2.7552,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_042_carbon_dioxide_standard_entropy,standard_entropy,standard_entropy,51.18,cal/(mol*K),identity,,absolute,3.0,pending_independent_calibration,6.1415999999999995,3.0707999999999998,3.0,0.3,1.5,6.1415999999999995,3.0707999999999998,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_043_acetic_acid_dimerization_enthalpy,dimerization_enthalpy,dimerization_enthalpy,-16.04,kcal/mol,identity,,absolute,3.0,pending_independent_calibration,3.0,1.158,3.0,0.3,1.5,3.0,1.158,3.0,0.3,1.5
property_calculation_basic,property_calculation_basic_044_caffeine_most_negative_mulliken_atom,most_negative_mulliken_atom,categorical_unchanged,11 O,,categorical,,,,approved,,,,,,,,,,
property_calculation_basic,property_calculation_basic_045_trifluoroacetic_acid_hydrogen_charge,mulliken_charge,mulliken_charge,0.364,e,identity,,absolute,0.15,pending_independent_calibration,0.273,0.1365,0.15,0.015,0.075,0.273,0.1365,0.15,0.015,0.075
property_calculation_basic,property_calculation_basic_046_methyl_azide_most_negative_mulliken_atom,most_negative_mulliken_atom,categorical_unchanged,3 N,,categorical,,,,approved,,,,,,,,,,
property_calculation_basic,property_calculation_basic_047_formaldehyde_s1_vertical_excitation_energy,vertical_excitation_energy,vertical_excitation_energy,4.12,eV,identity,,absolute,0.5,pending_independent_calibration,1.0,0.5,0.5,0.05,0.25,1.0,0.5,0.5,0.05,0.25
property_calculation_basic,property_calculation_basic_048_acetaldehyde_s1_vertical_excitation_energy,vertical_excitation_energy,vertical_excitation_energy,4.42,eV,identity,,absolute,0.5,pending_independent_calibration,1.0,0.5,0.5,0.05,0.25,1.0,0.5,0.5,0.05,0.25
property_calculation_basic,property_calculation_basic_049_acetone_s1_vertical_excitation_energy,vertical_excitation_energy,vertical_excitation_energy,4.51,eV,identity,,absolute,0.5,pending_independent_calibration,1.0,0.5,0.5,0.05,0.25,1.0,0.5,0.5,0.05,0.25
property_calculation_basic,property_calculation_basic_050_pyrazine_s1_vertical_excitation_energy,vertical_excitation_energy,vertical_excitation_energy,4.04,eV,identity,,absolute,0.5,pending_independent_calibration,1.0,0.18,0.5,0.05,0.25,1.0,0.18,0.5,0.05,0.25
property_calculation_basic,property_calculation_basic_051_formaldehyde_t1_vertical_excitation_energy,vertical_excitation_energy,vertical_excitation_energy,3.39,eV,identity,,absolute,0.5,pending_independent_calibration,1.0,0.5,0.5,0.05,0.25,1.0,0.5,0.5,0.05,0.25
property_calculation_advanced,property_calculation_advanced_001_free_energy,free_energy_difference,absolute_crystal_energy_difference,0.258031679,kJ/mol,identity,0.0,relative,1.0,pending_independent_calibration,10.0,2.55,0.258031679,0.0258031679,0.1290158395,10.0,2.55,0.258031679,0.0258031679,0.1290158395
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,potential_energy_difference,absolute_crystal_energy_difference,0.079,eV,identity,0.0,relative,1.0,pending_independent_calibration,1.0,7.88,0.079,0.0079,0.0395,1.0,7.88,0.079,0.0079,0.0395
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,ambient_pressure_phase,categorical_unchanged,alpha,,categorical,,,,approved,,,,,,,,,,
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,high_pressure_phase,categorical_unchanged,beta,,categorical,,,,approved,,,,,,,,,,
property_calculation_advanced,property_calculation_advanced_003_hbond_count,hydrogen_bond_count,hydrogen_bond_count,12,count,identity,,absolute,2.0,pending_independent_calibration,3.0,1.9980000000000002,2.0,0.2,1.0,3.0,1.9980000000000002,2.0,0.2,1.0
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,frequency_1,harmonic_ir_frequency,1208.1,cm^-1,identity,,absolute,100.0,pending_independent_calibration,100.0,100.0,100.0,10.0,50.0,100.0,100.0,100.0,10.0,50.0
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,frequency_2,harmonic_ir_frequency,1685.56,cm^-1,identity,,absolute,100.0,pending_independent_calibration,100.0,100.0,100.0,10.0,50.0,100.0,100.0,100.0,10.0,50.0
property_calculation_advanced,property_calculation_advanced_005_crystal_density,crystal_density,density,1.44728,g/cm^3,identity,,relative,0.1,pending_independent_calibration,0.2,0.10260000000000001,0.144728,0.0144728,0.072364,0.2,0.10260000000000001,0.144728,0.0144728,0.072364
property_calculation_advanced,property_calculation_advanced_006_cocrystal_ratio,cocrystal_molar_ratio,categorical_unchanged,1:1,,categorical,,,,approved,,,,,,,,,,
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,lower_free_energy_at_0k,categorical_unchanged,FormC,,categorical,,,,approved,,,,,,,,,,
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,crossover_temperature,crossover_temperature,343.15,K,identity,,absolute,100.0,pending_independent_calibration,200.0,85.39999999999999,100.0,10.0,50.0,200.0,85.39999999999999,100.0,10.0,50.0
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,interaction_energy,noncovalent_energy,-69.04,kcal/mol,absolute,,absolute,1.0,pending_independent_calibration,20.0,10.0,1.0,0.1,0.5,20.0,10.0,1.0,0.1,0.5
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,binding_energy,noncovalent_energy,-58.15,kcal/mol,absolute,,absolute,1.0,pending_independent_calibration,20.0,10.0,1.0,0.1,0.5,20.0,10.0,1.0,0.1,0.5
property_calculation_advanced,property_calculation_advanced_009_homo_lumo_gap,homo_lumo_gap,orbital_gap,7.26,eV,identity,,absolute,1.0,pending_independent_calibration,2.0,4.62,1.0,0.1,0.5,2.0,4.62,1.0,0.1,0.5
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,oh_bond_distance,geometric_distance,1.029,angstrom,identity,0.0,absolute,0.2,pending_independent_calibration,0.3,0.3,0.2,0.02,0.1,0.3,0.3,0.2,0.02,0.1
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,h_o_contact_distance,geometric_distance,1.485,angstrom,identity,0.0,absolute,0.2,pending_independent_calibration,0.3,0.3,0.2,0.02,0.1,0.3,0.3,0.2,0.02,0.1
property_calculation_advanced,property_calculation_advanced_011_accessible_pore_volume_ratio,accessible_to_inaccessible_volume_ratio,pore_volume_ratio,1.713,ratio,identity,0.0,absolute,0.5,pending_independent_calibration,0.5,2.07,0.5,0.05,0.25,0.5,2.07,0.5,0.05,0.25
property_calculation_advanced,property_calculation_advanced_012_carboxyl_hydrogen_distance,carboxyl_hydrogen_distance,geometric_distance,2.521,angstrom,identity,0.0,absolute,0.2,pending_independent_calibration,0.5,0.183,0.2,0.02,0.1,0.5,0.183,0.2,0.02,0.1
property_calculation_advanced,property_calculation_advanced_013_halogen_bond_energy,halogen_bond_interaction_energy,noncovalent_energy,-17.11,kcal/mol,absolute,,absolute,1.0,pending_independent_calibration,5.0,1.51,1.0,0.1,0.5,5.0,1.51,1.0,0.1,0.5
property_calculation_advanced,property_calculation_advanced_014_bay069_pka,pka,pka,5.7,pKa,identity,,absolute,2.0,pending_independent_calibration,2.0,0.628,2.0,0.2,1.0,2.0,0.628,2.0,0.2,1.0
property_calculation_advanced,property_calculation_advanced_015_formaldehyde_socme,spin_orbit_coupling_matrix_element,spin_orbit_coupling,0.00734,eV,log10,,log10,1.0,pending_independent_calibration,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5
property_calculation_advanced,property_calculation_advanced_016_anthracene_isc_rate,intersystem_crossing_rate,excited_state_rate,117000000.0,s^-1,log10,,log10,2.0,pending_independent_calibration,3.0,2.061,2.0,0.2,1.0,3.0,2.061,2.0,0.2,1.0
property_calculation_advanced,property_calculation_advanced_017_biacetyl_phosphorescence_rate,phosphorescence_rate,excited_state_rate,98.0,s^-1,log10,,log10,2.0,pending_independent_calibration,2.0,0.76,2.0,0.2,1.0,3.0,1.1400000000000001,2.0,0.2,1.0
property_calculation_advanced,property_calculation_advanced_018_anthracene_ht_contribution,herzberg_teller_contribution,ht_contribution,100.0,percent,identity,,absolute,10.0,retained_pending_target_definition,10.0,10.0,10.0,1.0,5.0,1.0,1.0,1.0,0.1,0.5
property_calculation_advanced,property_calculation_advanced_019_acetophenone_isc_rate,intersystem_crossing_rate,excited_state_rate,28400000000.0,s^-1,log10,,log10,2.0,pending_independent_calibration,3.0,2.241,2.0,0.2,1.0,3.0,2.241,2.0,0.2,1.0
property_calculation_advanced,property_calculation_advanced_020_azulene_internal_conversion_rate,internal_conversion_rate,excited_state_rate,382000000.0,s^-1,log10,,log10,2.0,pending_independent_calibration,3.0,3.0,2.0,0.2,1.0,3.0,3.0,2.0,0.2,1.0
