track,task_id,recorded_gpt_sol_skill_on,semantic_corrections_gpt_sol_skill_on,fitted_gpt_sol_skill_on,family_gpt_sol_skill_on,recorded_gpt_sol_skill_off,semantic_corrections_gpt_sol_skill_off,fitted_gpt_sol_skill_off,family_gpt_sol_skill_off,recorded_qwen_flash_skill_on,semantic_corrections_qwen_flash_skill_on,fitted_qwen_flash_skill_on,family_qwen_flash_skill_on,recorded_qwen_flash_skill_off,semantic_corrections_qwen_flash_skill_off,fitted_qwen_flash_skill_off,family_qwen_flash_skill_off
property_calculation_basic,property_calculation_basic_039_neopentane_standard_entropy,91.6531,91.65313120375389,44.72272320366816,75.33333333333351,84.8854,84.88539974733798,0.0,55.333333333333215,99.66159999999999,99.66161342717919,97.75902931906752,98.99999999999997,95.7138,95.71377007760337,71.61437137485676,87.33333333333348
property_calculation_basic,property_calculation_basic_040_methane_standard_entropy,97.74770000000001,97.74774774774767,95.49549549549532,95.99999999999986,97.8228,97.82282282282283,95.64564564564566,96.13333333333335,98.1231,98.12312312312311,96.24624624624619,96.66666666666663,97.74770000000001,97.74774774774767,95.49549549549532,95.99999999999986
property_calculation_basic,property_calculation_basic_041_ammonia_standard_entropy,97.221,97.22096399535431,94.4419279907086,94.89546666666678,97.27789999999999,97.27787456445995,94.55574912891991,95.00000000000006,97.27789999999999,97.27787456445995,94.55574912891991,95.00000000000006,97.27789999999999,97.27787456445995,94.55574912891991,95.00000000000006
property_calculation_basic,property_calculation_basic_042_carbon_dioxide_standard_entropy,98.6297,98.62968933177024,97.25937866354045,97.19470000000001,98.6974,98.69740784160483,97.39481568320964,97.3333333333334,98.6974,98.69740784160483,97.39481568320964,97.3333333333334,98.6974,98.69740784160483,97.39481568320964,97.3333333333334
property_calculation_basic,property_calculation_basic_043_acetic_acid_dimerization_enthalpy,99.9133,99.9133333333333,99.77547495682202,99.9133333333333,100.0,100.0,100.0,100.0,97.0,97.00000000000001,92.22797927461141,97.00000000000001,61.3333,61.33333333333333,0.0,61.33333333333333
property_calculation_basic,property_calculation_basic_044_caffeine_most_negative_mulliken_atom,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_045_trifluoroacetic_acid_hydrogen_charge,99.8657,99.865652014652,99.73130402930401,99.75548666666666,99.8535,99.85347985347985,99.7069597069597,99.73333333333333,99.8901,99.8901098901099,99.78021978021981,99.80000000000003,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_046_methyl_azide_most_negative_mulliken_atom,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_047_formaldehyde_s1_vertical_excitation_energy,95.8,95.80000000000001,91.60000000000004,91.60000000000004,96.0,96.0,92.0,92.0,95.8,95.80000000000001,91.60000000000004,91.60000000000004,96.0,96.0,92.0,92.0
property_calculation_basic,property_calculation_basic_048_acetaldehyde_s1_vertical_excitation_energy,94.56,94.55999999999997,89.11999999999995,89.11999999999995,94.55,94.55,89.1,89.1,95.0,95.00000000000001,90.00000000000003,90.00000000000003,94.57,94.57000000000005,89.14000000000009,89.14000000000009
property_calculation_basic,property_calculation_basic_049_acetone_s1_vertical_excitation_energy,93.88,93.88000000000005,87.7600000000001,87.7600000000001,93.869,93.86900000000003,87.73800000000006,87.73800000000006,93.89999999999999,93.9,87.80000000000001,87.80000000000001,93.89999999999999,93.9,87.80000000000001,87.80000000000001
property_calculation_basic,property_calculation_basic_050_pyrazine_s1_vertical_excitation_energy,96.1,96.10000000000002,78.3333333333335,92.20000000000006,96.1,96.10000000000002,78.3333333333335,92.20000000000006,82.0,81.99999999999999,0.0,63.99999999999997,96.1,96.10000000000002,78.3333333333335,92.20000000000006
property_calculation_basic,property_calculation_basic_051_formaldehyde_t1_vertical_excitation_energy,97.0,96.99999999999997,93.99999999999994,93.99999999999994,97.0,96.99999999999997,93.99999999999994,93.99999999999994,96.8,96.8,93.6,93.6,96.7,96.7,93.40000000000002,93.40000000000002
property_calculation_advanced,property_calculation_advanced_001_free_energy,98.2187,98.21868321,93.0144439607843,30.96519013078235,0.0,0.0,0.0,0.0,98.2197,98.21968321,93.01836552941177,31.003945062109995,74.4803,74.48031679,0.0,0.0
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,66.6667,66.66666666666666,69.4576934868472,66.66666666666666,66.6667,66.66666666666666,77.02681895093063,66.66666666666666,66.6667,66.66666666666666,77.02622673434857,66.66666666666666,66.6667,66.66666666666666,70.00423011844332,66.66666666666666
property_calculation_advanced,property_calculation_advanced_003_hbond_count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.3333,33.333333333333336,0.0,0.0
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,0.09,0.0900000000000345,0.0900000000000345,0.0900000000000345,0.075,0.07500000000004725,0.07500000000004725,0.07500000000004725,0.0,0.0,0.0,0.0,50.370000000000005,50.36999999999989,50.36999999999989,50.36999999999989
property_calculation_advanced,property_calculation_advanced_005_crystal_density,48.64,48.63999999999993,0.0,29.02548228400852,43.64,43.63999999999992,0.0,22.11596926648599,88.64,88.63999999999996,77.85575048732937,84.30158642418877,16.36,16.360000000000063,0.0,0.0
property_calculation_advanced,property_calculation_advanced_006_cocrystal_ratio,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,28.6625,28.66249999999999,0.029274004683821353,7.324999999999987,39.2125,39.212500000000006,24.73653395784544,28.42500000000001
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,93.3723,93.37225000000002,86.74450000000003,0.0,93.35,93.35,86.70000000000002,0.0,93.425,93.42500000000001,86.85000000000002,0.0,93.30000000000001,93.30000000000001,86.60000000000004,0.0
property_calculation_advanced,property_calculation_advanced_009_homo_lumo_gap,0.0,0.0,19.887391080389616,0.0,0.0,0.0,19.89557075227274,0.0,0.0,0.0,20.443722943722943,0.0,0.0,0.0,20.432900432900436,0.0
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,77.6667,77.66666666666669,77.66666666666669,66.50000000000003,77.1414,77.14140850000004,77.14140850000004,65.71211275000007,77.6667,77.66666666666669,77.66666666666669,66.50000000000003,77.6667,77.66666666666669,77.66666666666669,66.50000000000003
property_calculation_advanced,property_calculation_advanced_011_accessible_pore_volume_ratio,0.0,0.0,19.38647342995168,0.0,0.0,0.0,20.742028985507233,0.0,0.0,0.0,20.91787439613526,0.0,0.0,0.0,20.743961352656992,0.0
property_calculation_advanced,property_calculation_advanced_012_carboxyl_hydrogen_distance,99.96000000000001,99.96000000000001,99.89071038251367,99.9,99.46000000000001,99.46000000000001,98.52459016393446,98.65000000000003,99.8,99.80000000000003,99.45355191256836,99.50000000000006,63.339999999999996,63.339999999999996,0.0,8.34999999999999
property_calculation_advanced,property_calculation_advanced_013_halogen_bond_energy,100.0,100.0,100.0,100.0,58.8,58.799999999999955,0.0,0.0,69.738,69.73800000000001,0.0,0.0,87.8,87.80000000000001,59.602649006622556,39.00000000000006
property_calculation_advanced,property_calculation_advanced_014_bay069_pka,65.0,64.99999999999999,0.0,64.99999999999999,68.5,68.5,0.0,68.5,100.0,100.0,100.0,100.0,45.0,45.000000000000014,0.0,45.000000000000014
property_calculation_advanced,property_calculation_advanced_015_formaldehyde_socme,82.00460000000001,82.00456786861929,82.00456786861929,82.00456786861929,67.8372,67.8371984434205,67.8371984434205,67.8371984434205,0.0,0.0,0.0,0.0,86.56960000000001,86.56960599160706,86.56960599160706,86.56960599160706
property_calculation_advanced,property_calculation_advanced_016_anthracene_isc_rate,99.6335,99.63348718995123,99.46650245989991,99.45023078492684,96.8939,96.89392865037293,95.47878988409451,95.34089297555938,31.0605,31.06047127512793,0.0,0.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_017_biacetyl_phosphorescence_rate,98.6111,98.61105136520332,96.34487201369298,98.61105136520332,99.70750000000001,99.7075358564165,99.23035751688552,99.56130378462474,99.70750000000001,99.7075358564165,99.23035751688552,99.56130378462474,61.833000000000006,61.833031446058925,0.0,61.833031446058925
property_calculation_advanced,property_calculation_advanced_018_anthracene_ht_contribution,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
property_calculation_advanced,property_calculation_advanced_019_acetophenone_isc_rate,97.442,97.44195390031584,96.57557416374276,96.16293085047376,25.0267,25.026721420296262,0.0,0.0,84.88940000000001,84.88938866509876,79.77160463868643,77.33408299764815,84.88940000000001,84.88938866509876,79.77160463868643,77.33408299764815
property_calculation_advanced,property_calculation_advanced_020_azulene_internal_conversion_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0688,86.06877876372364,86.06877876372364,79.10316814558547,0.0,0.0,0.0,0.0
