track,task_id,source_row,category,tolerance_multiplier,baseline_gpt_sol_skill_on,candidate_gpt_sol_skill_on,baseline_gpt_sol_skill_off,candidate_gpt_sol_skill_off,baseline_qwen_flash_skill_on,candidate_qwen_flash_skill_on,baseline_qwen_flash_skill_off,candidate_qwen_flash_skill_off,baseline_sd,candidate_sd,sd_gain
property_calculation_basic,property_calculation_basic_012_benzene_t_dimer_binding_energy,16,numeric_ceiling,0.5,91.33333333333333,82.66666666666666,91.33333333333333,82.66666666666666,92.33333333333333,84.66666666666667,97.33333333333333,94.66666666666667,2.487468592766551,4.974937185533103,2.4874685927665516
property_calculation_basic,property_calculation_basic_013_adenine_thymine_wc_pair_binding_energy,17,numeric_ceiling,0.113,91.99999999999994,29.203539823008263,91.99999999999994,29.203539823008263,100.0,100.0,88.66666666666667,0.0,4.173328008516312,36.85272295195161,32.6793949434353
property_calculation_basic,property_calculation_basic_014_water_methanol_complex_binding_energy,18,numeric_ceiling,0.5,92.66666666666664,85.3333333333333,92.66666666666664,85.3333333333333,99.33333333333336,98.66666666666669,97.66666666666666,95.33333333333331,2.975595178559537,5.951190357119065,2.9755951785595283
property_calculation_basic,property_calculation_basic_015_ethene_ethyne_t_complex_binding_energy,19,mixed,0.703,29.533333333333335,0.0,93.33333333333333,90.51683262209578,100.0,100.0,100.0,100.0,29.675780435305228,42.1108343503866,12.435053915081372
property_calculation_basic,property_calculation_basic_016_thiophene_polarizability,20,numeric_ceiling,0.5,99.97277341947394,99.94554683894789,99.97276111367486,99.94552222734973,99.97846485156137,99.95692970312274,99.97538840178439,99.9507768035688,0.0023469460880187185,0.004693892176042371,0.0023469460880236525
property_calculation_basic,property_calculation_basic_017_benzene_polarizability,21,mixed,0.525,47.17725062619711,0.0,99.99934580816264,99.9987539203098,99.99764255193753,99.99550962273815,100.0,100.0,22.87248675113789,43.30044223400572,20.42795548286783
property_calculation_basic,property_calculation_basic_018_octatetraene_polarizability,22,mixed,0.259,99.99368443094964,99.9756155635121,99.90864202701292,99.64726651356337,74.07601298293373,0.0,100.0,100.0,11.211375745903771,43.247062226482576,32.0356864805788
property_calculation_basic,property_calculation_basic_019_dimethyl_sulfoxide_water_dipole_moment,23,numeric_ceiling,0.5,100.0,100.0,99.94738226782424,99.89476453564848,99.84214680347276,99.68429360694553,99.789529071297,99.57905814259401,0.08319593949404393,0.1663918789880861,0.08319593949404216
property_calculation_basic,property_calculation_basic_020_cis_dichloroethene_dipole_moment,24,numeric_ceiling,0.5,99.69604863221885,99.39209726443768,99.69604863221885,99.39209726443768,99.69604863221885,99.39209726443768,99.69604863221885,99.39209726443768,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_021_acetonitrile_dipole_moment,25,numeric_ceiling,0.5,99.85157699443415,99.70315398886831,99.85157699443415,99.70315398886831,99.92578849721707,99.85157699443415,100.0,100.0,0.06153292746484208,0.12306585492968501,0.06153292746484293
property_calculation_basic,property_calculation_basic_022_naphthalene_bridge_bond_order,26,numeric_ceiling,0.5,99.92014055262739,99.84028110525477,99.9990416866315,99.998083373263,100.0,100.0,99.9600702763137,99.92014055262739,0.0328931747629661,0.06578634952593884,0.03289317476297275
property_calculation_basic,property_calculation_basic_023_dimethyl_sulfone_so_bond_order,27,numeric_ceiling,0.5,93.22900993078545,86.45801986157089,99.99084989467349,99.98169978934696,99.96990671080349,99.939813421607,99.96990671080349,99.939813421607,2.921929325471977,5.843858650943957,2.9219293254719805
property_calculation_basic,property_calculation_basic_024_methyl_nitrate_no_bond_order,28,numeric_ceiling,0.199,99.56952216960825,97.83679482215203,80.10034536067117,0.0017354807597014243,99.56952216960825,97.83679482215203,99.56952216960825,97.83679482215203,8.430400853655177,42.3638233852019,33.93342253154672
property_calculation_basic,property_calculation_basic_025_phenol_surface_esp_minimum,29,mixed,0.651,34.68689788053948,0.0,99.15360970327552,98.69986129535408,99.51830443159922,99.26006825130449,34.58574181117532,0.0,32.350095339896896,49.4903787176009,17.140283377704
property_calculation_basic,property_calculation_basic_026_nitrobenzene_vdw_surface_area,30,mixed,0.423,99.93346640053234,99.8427101667431,99.93346640053234,99.8427101667431,57.41849634065199,0.0,50.43246839654023,0.0,23.136210190418254,49.92135508337155,26.785144892953294
property_calculation_basic,property_calculation_basic_027_pyrrole_surface_esp_variance,31,mixed,0.851,97.59567220997796,97.17470294944532,97.59567220997796,97.17470294944532,14.806651973552377,0.0,0.0,0.0,45.39900271090448,48.58735147472266,3.188348763818172
property_calculation_basic,property_calculation_basic_028_urea_crystal_density,32,numeric_ceiling,0.5,93.91222805701427,87.82445611402854,93.99849962490622,87.99699924981245,92.49812453113277,84.99624906226555,93.99849962490622,87.99699924981245,0.63820182900841,1.2764036580168237,0.6382018290084135
property_calculation_basic,property_calculation_basic_029_tnt_crystal_density,33,numeric_ceiling,0.5,94.15204678362574,88.30409356725146,94.15204678362574,88.30409356725146,94.15204678362574,88.30409356725146,94.15204678362574,88.30409356725146,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_030_picric_acid_crystal_density,34,numeric_ceiling,0.5,94.59311851447295,89.18623702894591,94.07427635172036,88.14855270344071,93.99235390496996,87.9847078099399,93.99235390496996,87.9847078099399,0.2505563804410467,0.5011127608821009,0.25055638044105416
property_calculation_basic,property_calculation_basic_031_allyl_radical_c1_spin_density,35,numeric_ceiling,0.5,95.83646616541355,91.67293233082708,95.82471804511279,91.64943609022559,95.86466165413535,91.72932330827071,95.83646616541355,91.67293233082708,0.014708627849566043,0.029417255699130642,0.0147086278495646
property_calculation_basic,property_calculation_basic_032_benzyl_radical_para_c_spin_density,36,mixed,0.319,93.04900332225915,78.21004176256785,93.07352708347177,78.28691875696481,68.18936877076412,0.2801528864078917,93.0232558139535,78.12932857038713,10.764375568830213,33.7441240402201,22.979748471389886
property_calculation_basic,property_calculation_basic_033_phenoxy_radical_o_spin_density,37,mixed,0.807,91.01017498230462,88.86019204746545,19.29075330608456,0.0,90.96385542168674,88.80279482241231,90.99397590361444,88.84011883967094,31.046401219053553,38.46641546928318,7.420014250229623
property_calculation_basic,property_calculation_basic_034_indole_c3_fukui_minus,38,numeric_ceiling,0.5,100.0,100.0,100.0,100.0,100.0,100.0,99.86842105263158,99.73684210526315,0.056975355512136706,0.11395071102427341,0.056975355512136706
property_calculation_basic,property_calculation_basic_035_chloronitrobenzene_c_fukui_plus,39,numeric_ceiling,0.5,100.0,100.0,100.0,100.0,100.0,100.0,98.00000000000001,96.00000000000001,0.8660254037844347,1.732050807568874,0.8660254037844395
property_calculation_basic,property_calculation_basic_036_furfural_carbonyl_c_fukui_plus,40,numeric_ceiling,0.5,100.0,100.0,100.0,100.0,98.57142857142857,97.14285714285714,98.57142857142857,97.14285714285714,0.7142857142857172,1.428571428571429,0.7142857142857119
property_calculation_basic,property_calculation_basic_037_benzene_standard_entropy,41,numeric_ceiling,0.5,95.74764187413022,91.49528374826043,95.74764187413022,91.49528374826043,95.74764187413022,91.49528374826043,96.13421988557295,92.26843977114589,0.16739318922693722,0.33478637845387443,0.16739318922693722
property_calculation_basic,property_calculation_basic_038_acetonitrile_standard_entropy,42,numeric_ceiling,0.5,97.69638332181529,95.3927666436306,98.12831144897496,96.25662289794991,100.0,100.0,95.82469477079016,91.6493895415803,1.484071075795342,2.9681421515906834,1.4840710757953415
property_calculation_basic,property_calculation_basic_039_neopentane_standard_entropy,43,numeric_ceiling,0.151,91.65313120375389,44.72272320366816,84.88539974733798,0.0,99.66161342717919,97.75902931906752,95.71377007760337,71.61437137485676,5.463528658793844,36.14650883757936,30.682980178785517
property_calculation_basic,property_calculation_basic_040_methane_standard_entropy,44,numeric_ceiling,0.5,97.74774774774767,95.49549549549532,97.82282282282283,95.64564564564566,98.12312312312311,96.24624624624619,97.74774774774767,95.49549549549532,0.15477123219287756,0.3095424643857504,0.15477123219287287
property_calculation_basic,property_calculation_basic_041_ammonia_standard_entropy,45,numeric_ceiling,0.5,97.22096399535431,94.4419279907086,97.27787456445995,94.55574912891991,97.27787456445995,94.55574912891991,97.27787456445995,94.55574912891991,0.024642999294661544,0.04928599858932309,0.024642999294661544
property_calculation_basic,property_calculation_basic_042_carbon_dioxide_standard_entropy,46,numeric_ceiling,0.5,98.62968933177024,97.25937866354045,98.69740784160483,97.39481568320964,98.69740784160483,97.39481568320964,98.69740784160483,97.39481568320964,0.029322974911591144,0.058645949823187105,0.029322974911595957
property_calculation_basic,property_calculation_basic_043_acetic_acid_dimerization_enthalpy,47,mixed,0.386,99.9133333333333,99.77547495682202,100.0,100.0,97.00000000000001,92.22797927461141,61.33333333333333,0.0,16.342302554345814,42.262989846807336,25.92068729246152
property_calculation_basic,property_calculation_basic_044_caffeine_most_negative_mulliken_atom,48,categorical_fixed,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_045_trifluoroacetic_acid_hydrogen_charge,49,numeric_ceiling,0.5,99.865652014652,99.73130402930401,99.85347985347985,99.7069597069597,99.8901098901099,99.78021978021981,100.0,100.0,0.05792316004740731,0.11584632009481695,0.05792316004740965
property_calculation_basic,property_calculation_basic_046_methyl_azide_most_negative_mulliken_atom,50,categorical_fixed,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_047_formaldehyde_s1_vertical_excitation_energy,51,numeric_ceiling,0.5,95.80000000000001,91.60000000000004,96.0,92.0,95.80000000000001,91.60000000000004,96.0,92.0,0.09999999999998899,0.19999999999997797,0.09999999999998899
property_calculation_basic,property_calculation_basic_048_acetaldehyde_s1_vertical_excitation_energy,52,numeric_ceiling,0.5,94.55999999999997,89.11999999999995,94.55,89.1,95.00000000000001,90.00000000000003,94.57000000000005,89.14000000000009,0.1906567596493814,0.3813135192987628,0.1906567596493814
property_calculation_basic,property_calculation_basic_049_acetone_s1_vertical_excitation_energy,53,numeric_ceiling,0.5,93.88000000000005,87.7600000000001,93.86900000000003,87.73800000000006,93.9,87.80000000000001,93.9,87.80000000000001,0.013329947486755454,0.026659894973510907,0.013329947486755454
property_calculation_basic,property_calculation_basic_050_pyrazine_s1_vertical_excitation_energy,54,numeric_ceiling,0.18,96.10000000000002,78.3333333333335,96.10000000000002,78.3333333333335,81.99999999999999,0.0,96.10000000000002,78.3333333333335,6.1054790966803125,33.919328314890585,27.813849218210272
property_calculation_basic,property_calculation_basic_051_formaldehyde_t1_vertical_excitation_energy,55,numeric_ceiling,0.5,96.99999999999997,93.99999999999994,96.99999999999997,93.99999999999994,96.8,93.6,96.7,93.40000000000002,0.1299038105676515,0.259807621135303,0.1299038105676515
property_calculation_advanced,property_calculation_advanced_001_free_energy,5,mixed,0.255,98.21868321,93.0144439607843,0.0,0.0,98.21968321,93.01836552941177,74.48031679,0.0,40.28678524794999,46.50820239321566,6.221417145265673
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,6,numeric_floor,7.88,66.66666666666666,69.4576934868472,66.66666666666666,77.02681895093063,66.66666666666666,77.02622673434857,66.66666666666666,70.00423011844332,0.0,3.652894818102548,3.652894818102548
property_calculation_advanced,property_calculation_advanced_003_hbond_count,7,mixed,0.666,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,0.0,28.867513459481287,43.30127018922193,14.433756729740644
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,8,mixed,1.0,0.0900000000000345,0.0900000000000345,0.07500000000004725,0.07500000000004725,0.0,0.0,50.36999999999989,50.36999999999989,21.787060774402256,21.787060774402256,0.0
property_calculation_advanced,property_calculation_advanced_005_crystal_density,9,mixed,0.513,48.63999999999993,0.0,43.63999999999992,0.0,88.63999999999996,77.85575048732937,16.360000000000063,0.0,25.812539588347338,33.71252887636496,7.899989288017623
property_calculation_advanced,property_calculation_advanced_006_cocrystal_ratio,10,categorical_fixed,1.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,21.650635094610966,21.650635094610966,0.0
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,11,mixed,0.427,0.0,0.0,50.0,50.0,28.66249999999999,0.029274004683821353,39.212500000000006,24.73653395784544,18.61135511085907,20.702750174448685,2.0913950635896157
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,12,numeric_ceiling,0.5,93.37225000000002,86.74450000000003,93.35,86.70000000000002,93.42500000000001,86.85000000000002,93.30000000000001,86.60000000000004,0.044894102828211754,0.0897882056564214,0.04489410282820965
property_calculation_advanced,property_calculation_advanced_009_homo_lumo_gap,13,numeric_floor,2.31,0.0,19.887391080389616,0.0,19.89557075227274,0.0,20.443722943722943,0.0,20.432900432900436,0.0,0.27345745101894325,0.27345745101894325
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,14,mixed,1.0,77.66666666666669,77.66666666666669,77.14140850000004,77.14140850000004,77.66666666666669,77.66666666666669,77.66666666666669,77.66666666666669,0.22744345793927642,0.22744345793927642,0.0
property_calculation_advanced,property_calculation_advanced_011_accessible_pore_volume_ratio,15,numeric_floor,4.14,0.0,19.38647342995168,0.0,20.742028985507233,0.0,20.91787439613526,0.0,20.743961352656992,0.0,0.6167791507546452,0.6167791507546452
property_calculation_advanced,property_calculation_advanced_012_carboxyl_hydrogen_distance,16,mixed,0.366,99.96000000000001,99.89071038251367,99.46000000000001,98.52459016393446,99.80000000000003,99.45355191256836,63.339999999999996,0.0,15.762696469830287,42.99649566943675,27.233799199606455
property_calculation_advanced,property_calculation_advanced_013_halogen_bond_energy,17,mixed,0.302,100.0,100.0,58.799999999999955,0.0,69.73800000000001,0.0,87.80000000000001,59.602649006622556,15.907828913777031,42.37990200591507,26.47207309213804
property_calculation_advanced,property_calculation_advanced_014_bay069_pka,18,mixed,0.314,64.99999999999999,0.0,68.5,0.0,100.0,100.0,45.000000000000014,0.0,19.695732405777648,43.30127018922193,23.605537783444284
property_calculation_advanced,property_calculation_advanced_015_formaldehyde_socme,19,mixed,1.0,82.00456786861929,82.00456786861929,67.8371984434205,67.8371984434205,0.0,0.0,86.56960599160706,86.56960599160706,34.81503657505514,34.81503657505514,0.0
property_calculation_advanced,property_calculation_advanced_016_anthracene_isc_rate,20,mixed,0.687,99.63348718995123,99.46650245989991,96.89392865037293,95.47878988409451,31.06047127512793,0.0,0.0,0.0,42.81050240404755,48.75671153175986,5.946209127712315
property_calculation_advanced,property_calculation_advanced_017_biacetyl_phosphorescence_rate,21,mixed,0.38,98.61105136520332,96.34487201369298,99.7075358564165,99.23035751688552,99.7075358564165,99.23035751688552,61.833031446058925,0.0,16.248045025310574,42.5678239125303,26.319778887219726
property_calculation_advanced,property_calculation_advanced_018_anthracene_ht_contribution,22,mixed,1.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,43.30127018922193,43.30127018922193,0.0
property_calculation_advanced,property_calculation_advanced_019_acetophenone_isc_rate,23,mixed,0.747,97.44195390031584,96.57557416374276,25.026721420296262,0.0,84.88938866509876,79.77160463868643,84.88938866509876,79.77160463868643,28.20259024277285,37.59870852329607,9.396118280523213
property_calculation_advanced,property_calculation_advanced_020_azulene_internal_conversion_rate,24,mixed,1.0,0.0,0.0,0.0,0.0,86.06877876372364,86.06877876372364,0.0,0.0,37.26887444104364,37.26887444104364,0.0
