track,task_id,property,profile_id,gold,unit,value_transform,category,tolerance_multiplier,old_lower_tolerance,old_upper_tolerance,new_lower_tolerance,new_upper_tolerance
property_calculation_basic,property_calculation_basic_034_indole_c3_fukui_minus,fukui_function,property_calculation_basic_034_indole_c3_fukui_minus_numeric_gold_v3,0.076,dimensionless,identity,numeric_ceiling,0.5,0.076,0.076,0.038,0.038
property_calculation_basic,property_calculation_basic_035_chloronitrobenzene_c_fukui_plus,fukui_function,property_calculation_basic_035_chloronitrobenzene_c_fukui_plus_numeric_gold_v3,0.055,dimensionless,identity,numeric_ceiling,0.5,0.055,0.055,0.0275,0.0275
property_calculation_basic,property_calculation_basic_036_furfural_carbonyl_c_fukui_plus,fukui_function,property_calculation_basic_036_furfural_carbonyl_c_fukui_plus_numeric_gold_v3,0.07,dimensionless,identity,numeric_ceiling,0.5,0.07,0.07,0.035,0.035
property_calculation_basic,property_calculation_basic_037_benzene_standard_entropy,standard_entropy,property_calculation_basic_037_benzene_standard_entropy_numeric_gold_v3,64.67,cal/(mol*K),identity,numeric_ceiling,0.5,7.7604,7.7604,3.8802,3.8802
property_calculation_basic,property_calculation_basic_038_acetonitrile_standard_entropy,standard_entropy,property_calculation_basic_038_acetonitrile_standard_entropy_numeric_gold_v3,57.88,cal/(mol*K),identity,numeric_ceiling,0.5,6.9456,6.9456,3.4728,3.4728
property_calculation_basic,property_calculation_basic_039_neopentane_standard_entropy,standard_entropy,property_calculation_basic_039_neopentane_standard_entropy_numeric_gold_v3,73.88,cal/(mol*K),identity,numeric_ceiling,0.151,8.865599999999999,8.865599999999999,1.3387055999999997,1.3387055999999997
property_calculation_basic,property_calculation_basic_040_methane_standard_entropy,standard_entropy,property_calculation_basic_040_methane_standard_entropy_numeric_gold_v3,44.4,cal/(mol*K),identity,numeric_ceiling,0.5,5.327999999999999,5.327999999999999,2.6639999999999997,2.6639999999999997
property_calculation_basic,property_calculation_basic_041_ammonia_standard_entropy,standard_entropy,property_calculation_basic_041_ammonia_standard_entropy_numeric_gold_v3,45.92,cal/(mol*K),identity,numeric_ceiling,0.5,5.5104,5.5104,2.7552,2.7552
property_calculation_basic,property_calculation_basic_042_carbon_dioxide_standard_entropy,standard_entropy,property_calculation_basic_042_carbon_dioxide_standard_entropy_numeric_gold_v3,51.18,cal/(mol*K),identity,numeric_ceiling,0.5,6.1415999999999995,6.1415999999999995,3.0707999999999998,3.0707999999999998
property_calculation_basic,property_calculation_basic_043_acetic_acid_dimerization_enthalpy,dimerization_enthalpy,property_calculation_basic_043_acetic_acid_dimerization_enthalpy_numeric_gold_v3,-16.04,kcal/mol,identity,mixed,0.386,3.0,3.0,1.158,1.158
property_calculation_basic,property_calculation_basic_044_caffeine_most_negative_mulliken_atom,most_negative_mulliken_atom,property_calculation_basic_044_caffeine_most_negative_mulliken_atom_atom_identity_v1,11 O,,categorical,categorical_fixed,1.0,,,,
property_calculation_basic,property_calculation_basic_045_trifluoroacetic_acid_hydrogen_charge,mulliken_charge,property_calculation_basic_045_trifluoroacetic_acid_hydrogen_charge_numeric_gold_v3,0.364,e,identity,numeric_ceiling,0.5,0.273,0.273,0.1365,0.1365
property_calculation_basic,property_calculation_basic_046_methyl_azide_most_negative_mulliken_atom,most_negative_mulliken_atom,property_calculation_basic_046_methyl_azide_most_negative_mulliken_atom_atom_identity_v1,3 N,,categorical,categorical_fixed,1.0,,,,
property_calculation_basic,property_calculation_basic_047_formaldehyde_s1_vertical_excitation_energy,vertical_excitation_energy,property_calculation_basic_047_formaldehyde_s1_vertical_excitation_energy_numeric_gold_v3,4.12,eV,identity,numeric_ceiling,0.5,1.0,1.0,0.5,0.5
property_calculation_basic,property_calculation_basic_048_acetaldehyde_s1_vertical_excitation_energy,vertical_excitation_energy,property_calculation_basic_048_acetaldehyde_s1_vertical_excitation_energy_numeric_gold_v3,4.42,eV,identity,numeric_ceiling,0.5,1.0,1.0,0.5,0.5
property_calculation_basic,property_calculation_basic_049_acetone_s1_vertical_excitation_energy,vertical_excitation_energy,property_calculation_basic_049_acetone_s1_vertical_excitation_energy_numeric_gold_v3,4.51,eV,identity,numeric_ceiling,0.5,1.0,1.0,0.5,0.5
property_calculation_basic,property_calculation_basic_050_pyrazine_s1_vertical_excitation_energy,vertical_excitation_energy,property_calculation_basic_050_pyrazine_s1_vertical_excitation_energy_numeric_gold_v3,4.04,eV,identity,numeric_ceiling,0.18,1.0,1.0,0.18,0.18
property_calculation_basic,property_calculation_basic_051_formaldehyde_t1_vertical_excitation_energy,vertical_excitation_energy,property_calculation_basic_051_formaldehyde_t1_vertical_excitation_energy_numeric_gold_v3,3.39,eV,identity,numeric_ceiling,0.5,1.0,1.0,0.5,0.5
property_calculation_advanced,property_calculation_advanced_001_free_energy,free_energy_difference,property_calculation_advanced_free_energy_difference_numeric_gold_v2,0.258031679,kJ/mol,identity,mixed,0.255,10.0,10.0,2.55,2.55
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,potential_energy_difference,property_calculation_advanced_potential_energy_difference_numeric_gold_v2,0.079,eV,identity,numeric_floor,7.88,1.0,1.0,7.88,7.88
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,ambient_pressure_phase,property_calculation_advanced_ambient_pressure_phase_exact_string_v2,alpha,,categorical,numeric_floor,1.0,,,,
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,high_pressure_phase,property_calculation_advanced_high_pressure_phase_exact_string_v2,beta,,categorical,numeric_floor,1.0,,,,
property_calculation_advanced,property_calculation_advanced_003_hbond_count,hydrogen_bond_count,property_calculation_advanced_hydrogen_bond_count_numeric_gold_v2,12,count,identity,mixed,0.666,3.0,3.0,1.9980000000000002,1.9980000000000002
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,frequency_1,property_calculation_advanced_ir_frequency_1_numeric_gold_v2,1208.1,cm^-1,identity,mixed,1.0,100.0,100.0,100.0,100.0
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,frequency_2,property_calculation_advanced_ir_frequency_2_numeric_gold_v2,1685.56,cm^-1,identity,mixed,1.0,100.0,100.0,100.0,100.0
property_calculation_advanced,property_calculation_advanced_005_crystal_density,crystal_density,property_calculation_advanced_crystal_density_numeric_gold_v2,1.44728,g/cm^3,identity,mixed,0.513,0.2,0.2,0.10260000000000001,0.10260000000000001
property_calculation_advanced,property_calculation_advanced_006_cocrystal_ratio,cocrystal_molar_ratio,property_calculation_advanced_cocrystal_molar_ratio_exact_string_v2,1:1,,categorical,categorical_fixed,1.0,,,,
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,lower_free_energy_at_0k,property_calculation_advanced_lower_free_energy_form_exact_string_v2,FormC,,categorical,mixed,1.0,,,,
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,crossover_temperature,property_calculation_advanced_crossover_temperature_numeric_gold_v2,343.15,K,identity,mixed,0.427,200.0,200.0,85.39999999999999,85.39999999999999
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,interaction_energy,property_calculation_advanced_interaction_energy_numeric_gold_v2,-69.04,kcal/mol,absolute,numeric_ceiling,0.5,20.0,20.0,10.0,10.0
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,binding_energy,property_calculation_advanced_binding_energy_numeric_gold_v2,-58.15,kcal/mol,absolute,numeric_ceiling,0.5,20.0,20.0,10.0,10.0
property_calculation_advanced,property_calculation_advanced_009_homo_lumo_gap,homo_lumo_gap,property_calculation_advanced_homo_lumo_gap_numeric_gold_v2,7.26,eV,identity,numeric_floor,2.31,2.0,2.0,4.62,4.62
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,oh_bond_distance,property_calculation_advanced_oh_bond_distance_numeric_gold_v2,1.029,angstrom,absolute,mixed,1.0,0.3,0.3,0.3,0.3
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,h_o_contact_distance,property_calculation_advanced_h_o_contact_distance_numeric_gold_v2,1.485,angstrom,absolute,mixed,1.0,0.3,0.3,0.3,0.3
property_calculation_advanced,property_calculation_advanced_011_accessible_pore_volume_ratio,accessible_to_inaccessible_volume_ratio,property_calculation_advanced_pore_volume_ratio_numeric_gold_v2,1.713,ratio,identity,numeric_floor,4.14,0.5,0.5,2.07,2.07
property_calculation_advanced,property_calculation_advanced_012_carboxyl_hydrogen_distance,carboxyl_hydrogen_distance,property_calculation_advanced_carboxyl_hydrogen_distance_numeric_gold_v2,2.521,angstrom,identity,mixed,0.366,0.5,0.5,0.183,0.183
property_calculation_advanced,property_calculation_advanced_013_halogen_bond_energy,halogen_bond_interaction_energy,property_calculation_advanced_halogen_bond_energy_numeric_gold_v2,-17.11,kcal/mol,absolute,mixed,0.302,5.0,5.0,1.51,1.51
property_calculation_advanced,property_calculation_advanced_014_bay069_pka,pka,property_calculation_advanced_pka_numeric_gold_v2,5.7,pKa,identity,mixed,0.314,2.0,2.0,0.628,0.628
property_calculation_advanced,property_calculation_advanced_015_formaldehyde_socme,spin_orbit_coupling_matrix_element,property_calculation_advanced_socme_numeric_gold_v2,0.00734,eV,log10,mixed,1.0,1.0,1.0,1.0,1.0
property_calculation_advanced,property_calculation_advanced_016_anthracene_isc_rate,intersystem_crossing_rate,property_calculation_advanced_anthracene_isc_rate_numeric_gold_v2,117000000.0,s^-1,log10,mixed,0.687,3.0,3.0,2.061,2.061
property_calculation_advanced,property_calculation_advanced_017_biacetyl_phosphorescence_rate,phosphorescence_rate,property_calculation_advanced_phosphorescence_rate_numeric_gold_v2,98.0,s^-1,log10,mixed,0.38,2.0,3.0,0.76,1.1400000000000001
property_calculation_advanced,property_calculation_advanced_018_anthracene_ht_contribution,herzberg_teller_contribution,property_calculation_advanced_ht_contribution_numeric_gold_v2,100.0,percent,identity,mixed,1.0,10.0,1.0,10.0,1.0
property_calculation_advanced,property_calculation_advanced_019_acetophenone_isc_rate,intersystem_crossing_rate,property_calculation_advanced_acetophenone_isc_rate_numeric_gold_v2,28400000000.0,s^-1,log10,mixed,0.747,3.0,3.0,2.241,2.241
property_calculation_advanced,property_calculation_advanced_020_azulene_internal_conversion_rate,internal_conversion_rate,property_calculation_advanced_internal_conversion_rate_numeric_gold_v2,382000000.0,s^-1,log10,mixed,1.0,3.0,3.0,3.0,3.0
