track,task_id,baseline_gpt_sol_skill_on,baseline_gpt_sol_skill_off,baseline_qwen_flash_skill_on,baseline_qwen_flash_skill_off,candidate_gpt_sol_skill_on,candidate_gpt_sol_skill_off,candidate_qwen_flash_skill_on,candidate_qwen_flash_skill_off,change_gpt_sol_skill_on,change_gpt_sol_skill_off,change_qwen_flash_skill_on,change_qwen_flash_skill_off
property_calculation_basic,property_calculation_basic_011_ammonia_dimer_binding_energy,0.0,68.00000000000001,100.0,100.0,45.606364155,84.00000000000001,100.0,100.0,45.606364155,15.999999999999993,0.0,0.0
property_calculation_basic,property_calculation_basic_012_benzene_t_dimer_binding_energy,73.99999999999997,73.99999999999997,77.0,92.0,86.99999999999999,86.99999999999999,88.5,96.0,13.00000000000001,13.00000000000001,11.5,4.0000000000000036
property_calculation_basic,property_calculation_basic_013_adenine_thymine_wc_pair_binding_energy,75.9999999999998,75.9999999999998,100.0,66.00000000000001,87.9999999999999,87.9999999999999,100.0,83.0,12.0000000000001,12.0000000000001,0.0,16.999999999999993
property_calculation_basic,property_calculation_basic_014_water_methanol_complex_binding_energy,77.99999999999994,77.99999999999994,98.00000000000004,92.99999999999997,88.99999999999997,88.99999999999997,99.00000000000003,96.49999999999999,11.000000000000032,11.000000000000032,0.9999999999999787,3.500000000000014
property_calculation_basic,property_calculation_basic_015_ethene_ethyne_t_complex_binding_energy,0.0,80.0,100.0,100.0,0.0,90.0,100.0,100.0,0.0,9.999999999999998,0.0,0.0
property_calculation_basic,property_calculation_basic_016_thiophene_polarizability,99.96596677434243,99.96595139209357,99.9730810644517,99.9692355022305,99.96596677434243,99.96595139209357,99.9730810644517,99.9692355022305,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_017_benzene_polarizability,33.97156328274639,99.9991822602033,99.99705318992191,100.0,33.97156328274639,99.9991822602033,99.99705318992191,100.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_018_octatetraene_polarizability,99.99210553868704,99.88580253376614,67.59501622866718,100.0,99.99210553868704,99.88580253376614,67.59501622866718,100.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_019_dimethyl_sulfoxide_water_dipole_moment,100.0,99.90791896869243,99.72375690607733,99.63167587476975,100.0,99.90791896869243,99.72375690607733,99.63167587476975,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_020_cis_dichloroethene_dipole_moment,99.46808510638297,99.46808510638297,99.46808510638297,99.46808510638297,99.46808510638297,99.46808510638297,99.46808510638297,99.46808510638297,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_021_acetonitrile_dipole_moment,99.74025974025977,99.74025974025977,99.87012987012989,100.0,99.74025974025977,99.74025974025977,99.87012987012989,100.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_022_naphthalene_bridge_bond_order,99.9,99.99879999999996,100.0,99.95,99.9,99.99879999999996,100.0,99.95,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_023_dimethyl_sulfone_so_bond_order,88.75000000000001,99.9847971,99.95,99.95,88.75000000000001,99.9847971,99.95,99.95,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_024_methyl_nitrate_no_bond_order,99.6,81.50924090913566,99.6,99.6,99.6,81.50924090913566,99.6,99.6,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_025_phenol_surface_esp_minimum,0.0,98.24289374399996,98.99999999999999,0.0,0.0,98.24289374399996,98.99999999999999,0.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_026_nitrobenzene_vdw_surface_area,99.86693280106465,99.86693280106465,14.836992681303984,0.8649367930804619,99.86693280106465,99.86693280106465,14.836992681303984,0.8649367930804619,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_027_pyrrole_surface_esp_variance,97.19495091164096,97.19495091164096,0.6077606358111165,0.0,97.19495091164096,97.19495091164096,0.6077606358111165,0.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_028_urea_crystal_density,87.82445611402854,87.99699924981245,84.99624906226555,87.99699924981245,87.82445611402854,87.99699924981245,84.99624906226555,87.99699924981245,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_029_tnt_crystal_density,88.30409356725146,88.30409356725146,88.30409356725146,88.30409356725146,88.30409356725146,88.30409356725146,88.30409356725146,88.30409356725146,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_030_picric_acid_crystal_density,89.18623702894591,88.14855270344071,87.9847078099399,87.9847078099399,89.18623702894591,88.14855270344071,87.9847078099399,87.9847078099399,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_031_allyl_radical_c1_spin_density,95.57000000000001,95.5575,95.60000000000002,95.57000000000001,95.57000000000001,95.5575,95.60000000000002,95.57000000000001,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_032_benzyl_radical_para_c_spin_density,91.63100000000001,91.66052660850002,61.7,91.60000000000001,91.63100000000001,91.66052660850002,61.7,91.60000000000001,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_033_phenoxy_radical_o_spin_density,85.07689047062566,0.0,84.99999999999999,85.04999999999998,85.07689047062566,0.0,84.99999999999999,85.04999999999998,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_034_indole_c3_fukui_minus,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_035_chloronitrobenzene_c_fukui_plus,100.0,100.0,100.0,97.80000000000001,100.0,100.0,100.0,97.80000000000001,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_036_furfural_carbonyl_c_fukui_plus,100.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_037_benzene_standard_entropy,94.89717024895626,94.89717024895626,94.89717024895626,95.36106386268753,94.89717024895626,94.89717024895626,94.89717024895626,95.36106386268753,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_038_acetonitrile_standard_entropy,97.23565998617836,97.75397373876996,100.0,94.98963372494819,97.23565998617836,97.75397373876996,100.0,94.98963372494819,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_039_neopentane_standard_entropy,89.98375744450468,81.86247969680558,99.59393611261504,94.85652409312405,89.98375744450468,81.86247969680558,99.59393611261504,94.85652409312405,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_040_methane_standard_entropy,97.29729729729719,97.38738738738739,97.74774774774771,97.29729729729719,97.29729729729719,97.38738738738739,97.74774774774771,97.29729729729719,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_041_ammonia_standard_entropy,96.66515679442517,96.73344947735195,96.73344947735195,96.73344947735195,96.66515679442517,96.73344947735195,96.73344947735195,96.73344947735195,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_042_carbon_dioxide_standard_entropy,98.35562719812427,98.43688940992578,98.43688940992578,98.43688940992578,98.35562719812427,98.43688940992578,98.43688940992578,98.43688940992578,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_043_acetic_acid_dimerization_enthalpy,99.9133333333333,100.0,97.00000000000001,61.33333333333333,99.9133333333333,100.0,97.00000000000001,61.33333333333333,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_044_caffeine_most_negative_mulliken_atom,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_045_trifluoroacetic_acid_hydrogen_charge,99.75548666666666,99.73333333333333,99.80000000000003,100.0,99.75548666666666,99.73333333333333,99.80000000000003,100.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_046_methyl_azide_most_negative_mulliken_atom,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_047_formaldehyde_s1_vertical_excitation_energy,91.60000000000004,92.0,91.60000000000004,92.0,91.60000000000004,92.0,91.60000000000004,92.0,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_048_acetaldehyde_s1_vertical_excitation_energy,89.11999999999995,89.1,90.00000000000003,89.14000000000009,89.11999999999995,89.1,90.00000000000003,89.14000000000009,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_049_acetone_s1_vertical_excitation_energy,87.7600000000001,87.73800000000006,87.80000000000001,87.80000000000001,87.7600000000001,87.73800000000006,87.80000000000001,87.80000000000001,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_050_pyrazine_s1_vertical_excitation_energy,92.20000000000006,92.20000000000006,63.99999999999997,92.20000000000006,92.20000000000006,92.20000000000006,63.99999999999997,92.20000000000006,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_051_formaldehyde_t1_vertical_excitation_energy,93.99999999999994,93.99999999999994,93.6,93.40000000000002,93.99999999999994,93.99999999999994,93.6,93.40000000000002,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_001_free_energy,97.77335401250001,0.0,97.77460401249999,68.1003959875,97.77335401250001,0.0,97.77460401249999,68.1003959875,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_002_crystal_phase,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_003_hbond_count,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_004_ir_top2_frequencies,0.0900000000000345,0.07500000000004725,0.0,50.36999999999989,0.0900000000000345,0.07500000000004725,0.0,50.36999999999989,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_005_crystal_density,29.02548228400852,22.11596926648599,84.30158642418877,0.0,29.02548228400852,22.11596926648599,84.30158642418877,0.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_006_cocrystal_ratio,100.0,100.0,100.0,50.0,100.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_007_polymorph_free_energy_crossover,0.0,50.0,7.324999999999987,28.42500000000001,0.0,50.0,7.324999999999987,28.42500000000001,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_008_interaction_binding_energy,0.0,0.0,0.0,0.0,33.72250000000019,33.500000000000085,34.250000000000114,33.000000000000185,33.72250000000019,33.500000000000085,34.250000000000114,33.000000000000185
property_calculation_advanced,property_calculation_advanced_009_homo_lumo_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,66.50000000000003,65.71211275000007,66.50000000000003,66.50000000000003,66.50000000000003,65.71211275000007,66.50000000000003,66.50000000000003,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_011_accessible_pore_volume_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_012_carboxyl_hydrogen_distance,99.9,98.65000000000003,99.50000000000006,8.34999999999999,99.9,98.65000000000003,99.50000000000006,8.34999999999999,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_013_halogen_bond_energy,100.0,0.0,0.0,39.00000000000006,100.0,0.0,24.345000000000017,69.50000000000003,0.0,0.0,24.345000000000017,30.49999999999997
property_calculation_advanced,property_calculation_advanced_014_bay069_pka,64.99999999999999,68.5,100.0,45.000000000000014,64.99999999999999,68.5,100.0,45.000000000000014,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_015_formaldehyde_socme,82.00456786861929,67.8371984434205,0.0,86.56960599160706,82.00456786861929,67.8371984434205,0.0,86.56960599160706,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_016_anthracene_isc_rate,99.45023078492684,95.34089297555938,0.0,0.0,99.45023078492684,95.34089297555938,0.0,0.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_017_biacetyl_phosphorescence_rate,98.61105136520332,99.56130378462474,99.56130378462474,61.833031446058925,98.61105136520332,99.56130378462474,99.56130378462474,61.833031446058925,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_018_anthracene_ht_contribution,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_019_acetophenone_isc_rate,96.16293085047376,0.0,77.33408299764815,77.33408299764815,96.16293085047376,0.0,77.33408299764815,77.33408299764815,0.0,0.0,0.0,0.0
property_calculation_advanced,property_calculation_advanced_020_azulene_internal_conversion_rate,0.0,0.0,79.10316814558547,0.0,0.0,0.0,79.10316814558547,0.0,0.0,0.0,0.0,0.0
